,train_loss,val_loss,l2sum,deltaphi,deltaeta,deltaR,mt,norm_mt,mass,pt,eta,phi,px,py,pz,energy
5,3300.24473078125,3093.35009765625,0.12821158041333547,0.7933788895606995,0.7743305563926697,0.7201719284057617,tensor(81.3922),0.0008988585905171931,5512.056640625,tensor(50.3663),7.408928871154785,3.312215805053711,5484.40771484375,5736.14208984375,62264.6015625,tensor(46.1167)
6,3287.209091875,3076.643798828125,0.13975479318469297,0.8110433220863342,0.7704607844352722,0.8211730718612671,tensor(83.6796),0.0007509581628255546,5571.02197265625,tensor(51.9300),7.837356090545654,3.3135993480682373,5483.91943359375,5736.29345703125,62265.4375,tensor(45.9818)
7,2442.373744765625,1221.784423828125,0.16402762061625253,1.2874215841293335,1.0180336236953735,1.1961820125579834,tensor(79.9169),0.5270302891731262,5474.896484375,tensor(49.2594),41.51786422729492,4.457604885101318,5522.779296875,5822.93408203125,36057.7421875,tensor(29.2476)
8,1239.7785773046876,1150.3192138671875,0.1914994128746912,0.8695600032806396,0.8592760562896729,0.8090642690658569,tensor(79.4222),0.11535871028900146,5024.0927734375,tensor(47.7704),14.121225357055664,3.577627182006836,5529.62841796875,5752.43359375,33138.5390625,tensor(23.1163)
9,1198.2168543359376,1105.7369384765625,0.21658163174288347,0.890162467956543,0.8193646669387817,0.8192581534385681,tensor(81.9434),0.09539313614368439,4972.349609375,tensor(47.2745),10.69106674194336,3.4855692386627197,5539.982421875,5743.56884765625,32595.10546875,tensor(18.3765)
10,1168.61202703125,1090.2198486328125,0.2476776325274841,0.9131554365158081,0.7671939134597778,0.8028547167778015,tensor(79.0095),0.060919731855392456,5027.451171875,tensor(44.9091),15.061627388000488,3.5515804290771484,5541.10693359375,5737.69384765625,32038.451171875,tensor(15.8521)
11,1139.3527247070313,1080.207275390625,0.2828962178755319,0.8547605872154236,0.7583838105201721,0.8343427181243896,tensor(81.7331),0.07532890141010284,5004.3642578125,tensor(44.9662),15.332502365112305,3.526536226272583,5539.00927734375,5739.48876953125,31895.810546875,tensor(15.0821)
12,1112.1672586132813,1034.43798828125,0.3110673419359955,0.8882887959480286,0.7647576928138733,0.8049732446670532,tensor(96.3256),0.08305983990430832,4920.17919921875,tensor(49.5427),17.052125930786133,3.542452573776245,5539.90673828125,5745.17626953125,31392.556640625,tensor(14.4829)
13,971.3255069335937,887.7132568359375,0.3095756264810916,1.0627415180206299,0.876253068447113,0.9451419711112976,tensor(88.6378),0.22471925616264343,4157.52099609375,tensor(44.2584),6.3730149269104,3.6814613342285156,5531.3095703125,5756.01708984375,30507.771484375,tensor(12.3997)
14,923.7483048632813,876.5833740234375,0.3087418987706769,0.9293068647384644,0.8620519638061523,0.8322596549987793,tensor(89.3280),0.14188510179519653,4033.5693359375,tensor(44.4409),11.941922187805176,3.585418462753296,5538.48046875,5746.8740234375,30241.369140625,tensor(11.0630)
15,906.87053203125,863.9238891601562,0.31274540240701754,0.8677381277084351,0.8158751726150513,0.8253449201583862,tensor(88.8690),0.08876506239175797,3935.053955078125,tensor(43.3181),21.14120864868164,3.528646230697632,5544.0283203125,5742.44189453125,29878.708984375,tensor(10.4249)
16,885.3519908789062,842.7138671875,0.3179817176715005,0.8690810203552246,0.8700606226921082,0.8432286977767944,tensor(86.1470),0.08219531178474426,3828.86279296875,tensor(41.0303),8.27232837677002,3.527573823928833,5544.509765625,5742.271484375,29342.0390625,tensor(10.0580)
17,866.2466151953125,839.6431274414062,0.32488993339939043,0.872409462928772,0.8380800485610962,0.7880241870880127,tensor(84.9585),0.06820566207170486,3751.71728515625,tensor(43.6082),6.3687615394592285,3.5151710510253906,5545.17236328125,5741.6533203125,28985.642578125,tensor(9.4805)
18,856.93150796875,831.4031372070312,0.3336054184837849,0.8321605324745178,0.7682324647903442,0.781882107257843,tensor(84.0376),0.047213777899742126,3521.1064453125,tensor(41.4182),6.35731315612793,3.4377620220184326,5542.2265625,5747.685546875,28819.998046875,tensor(9.4913)
19,851.1002597460938,827.7816162109375,0.34343352182622766,0.8514938950538635,0.7258070111274719,0.800748884677887,tensor(85.3653),0.059407711029052734,3406.728515625,tensor(42.1783),7.3405680656433105,3.480504035949707,5542.21923828125,5749.70849609375,28548.689453125,tensor(9.2481)
20,846.52719859375,823.3964233398438,0.35368531384301605,0.8485109210014343,0.7264056205749512,0.8015642762184143,tensor(88.4605),0.0682414323091507,3376.090087890625,tensor(42.6111),8.314166069030762,3.4736995697021484,5552.3310546875,5746.31689453125,28309.013671875,tensor(9.0436)
21,842.1699350976562,822.678955078125,0.3642083552913391,0.8666125535964966,0.7326079607009888,0.8351107835769653,tensor(87.9788),0.06293219327926636,3243.31787109375,tensor(41.8533),7.5165863037109375,3.482762336730957,5556.40380859375,5746.7158203125,28456.884765625,tensor(9.0963)
22,838.9713231445312,824.0828857421875,0.37460782867856324,0.8702589869499207,0.7213765978813171,0.8217977285385132,tensor(87.1753),0.06753775477409363,3139.365966796875,tensor(41.5695),7.585780620574951,3.432779550552368,5562.7177734375,5743.51611328125,28332.626953125,tensor(9.1889)
23,837.1887890429688,827.3726196289062,0.3846143342452706,0.8638371825218201,0.7677161693572998,0.823784589767456,tensor(88.7046),0.0551694892346859,3176.5673828125,tensor(43.8820),6.374817371368408,3.409842014312744,5557.58935546875,5745.55908203125,28241.642578125,tensor(9.1409)
24,834.5795507226562,817.7197265625,0.39359920915740076,0.8552344441413879,0.7614556550979614,0.8115053176879883,tensor(89.7029),0.05113663524389267,3054.9765625,tensor(41.6195),7.8824543952941895,3.4146502017974854,5564.294921875,5746.466796875,28196.322265625,tensor(8.9304)
25,830.9809354296875,816.4432373046875,0.40130218415288255,0.8635582327842712,0.7558943033218384,0.8009218573570251,tensor(91.0073),0.04904991015791893,3065.730224609375,tensor(41.9923),7.835697650909424,3.4321982860565186,5568.02001953125,5743.9853515625,28073.490234375,tensor(9.0523)
26,829.2311901367187,820.157958984375,0.4077193318225909,0.850753664970398,0.7591474056243896,0.798717737197876,tensor(95.0505),0.03823651373386383,3091.962646484375,tensor(42.1877),5.4696173667907715,3.427971839904785,5573.7041015625,5742.2802734375,28374.046875,tensor(8.9977)
