,train_loss,val_loss,l2sum,deltaphi_MSE,deltaeta_MSE,deltaR_MSE,mt_MSE,mt_RMSE,norm_mt_MSE,mass_MSE,pt_MSE,pt_RMSE,eta_MSE,phi_MSE,px_MSE,px_RMSE,py_MSE,py_RMSE,pz_MSE,pz_RMSE,energy_MSE,energy_RMSE
0,2295.8642982421875,1835.6116943359375,0.07325948810103,0.806445300579071,0.8458986282348633,0.7627917528152466,4.016079902648926,0.8690730929374695,0.00040097199962474406,6563.03271484375,,0.5432547926902771,2.462864875793457,3.438183546066284,2400.65478515625,39.02772903442383,2110.3271484375,33.27959442138672,28754.8515625,56.844200134277344,,0.2705358564853668
