,train_loss,val_loss,l2sum,deltaphi,deltaeta,deltaR,mt,norm_mt,mass,pt,eta,phi,px,py,pz,energy
627,11.252944341125488,11.820402145385742,1.4961879969632719,0.23638612031936646,0.21171976625919342,0.22280804812908173,16.92133903503418,1.7704189758660505e-07,48.449951171875,14.455894470214844,0.6673547625541687,1.8128284215927124,13.608328819274902,7.09884786605835,25.03740692138672,24.942363739013672
628,11.21246316345215,11.70911979675293,1.4958900219935458,0.23668470978736877,0.21157026290893555,0.22168180346488953,16.746259689331055,8.7164671924711e-08,48.009029388427734,14.434414863586426,0.6677333116531372,1.8136228322982788,13.634734153747559,7.104751110076904,24.71360969543457,24.424488067626953
629,11.17705240814209,11.675215721130371,1.4955887647811323,0.23459649085998535,0.2119261473417282,0.22107088565826416,16.818708419799805,4.383176928968169e-06,47.84568405151367,14.363601684570312,0.6673296689987183,1.8124159574508667,13.651718139648438,7.007144451141357,24.691659927368164,24.251955032348633
630,11.132616525268554,11.534485816955566,1.4953192792308982,0.23364980518817902,0.21190547943115234,0.22116610407829285,16.68039894104004,6.888121788506396e-06,47.71800231933594,14.307066917419434,0.6666727066040039,1.811205267906189,13.006491661071777,7.048630237579346,24.281187057495117,23.761911392211914
631,11.089024038391113,11.664473533630371,1.494994758424582,0.23587490618228912,0.21212804317474365,0.22097259759902954,16.577287673950195,1.7291753238168894e-06,47.467002868652344,14.334436416625977,0.6665085554122925,1.8104292154312134,12.885310173034668,7.103038311004639,25.61811637878418,24.507064819335938
632,11.058216360168457,11.583904266357422,1.494707973964978,0.23362722992897034,0.21216873824596405,0.21993064880371094,16.43461036682129,2.42385993942662e-07,47.302772521972656,14.277287483215332,0.6663158535957336,1.8100250959396362,12.64083194732666,7.1675920486450195,25.13640594482422,24.489185333251953
633,11.021119052734376,11.587928771972656,1.4943961844255682,0.23453381657600403,0.21205557882785797,0.2202361673116684,16.259214401245117,0.002513087121769786,47.10744857788086,14.258528709411621,0.6665822863578796,1.8099114894866943,12.667080879211426,7.021667957305908,25.479331970214844,24.703960418701172
634,10.991436496887207,11.55525016784668,1.4940716322162189,0.233631432056427,0.21196433901786804,0.2212161123752594,16.327404022216797,7.030856181700074e-07,47.00580596923828,14.283683776855469,0.6662365198135376,1.8079116344451904,12.394413948059082,6.949697017669678,25.550844192504883,24.565439224243164
635,10.937337308959961,11.636401176452637,1.493775080278283,0.2365570068359375,0.21228685975074768,0.22101129591464996,16.13736343383789,5.9742993471445516e-05,46.708980560302734,14.196678161621094,0.666093647480011,1.8078687191009521,12.19509506225586,6.937351703643799,26.859542846679688,25.094329833984375
636,10.888475307159425,11.68143081665039,1.4934550516481977,0.23600611090660095,0.21259111166000366,0.22063232958316803,15.921709060668945,0.0005762721411883831,46.604671478271484,14.115717887878418,0.6660826802253723,1.8061882257461548,11.684004783630371,6.872813701629639,27.81470489501953,25.702909469604492
